Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Regular,03-12-2017,661,569,2,No,M,N,N,YY,XX1,MM2,L
Regular,03-12-2017,504,584,3,No,X,N,W,WW,ZZ1,YY2,L
Regular,03-12-2017,679,497,0,Yes,M,L,W,XX,YY1,XX2,D
Regular,03-12-2017,667,581,1,No,Y,Y,L,LL,WW1,LL2,D
Regular,03-12-2017,517,488,2,No,X,X,N,ZZ,YY1,XX2,D
Regular,03-12-2017,652,473,3,No,N,X,X,XX,YY1,XX2,D
Regular,22-06-2017,511,507,0,No,W,Y,L,LL,ZZ1,WW2,B
Regular,22-06-2017,583,572,1,No,Y,L,X,WW,YY1,MM2,B
Regular,22-06-2017,664,532,2,No,W,Y,O,MM,MM1,WW2,B
Regular,22-06-2017,544,503,3,No,Y,L,L,ZZ,XX1,LL2,B
Regular,22-06-2017,610,429,0,No,Y,Z,O,WW,MM1,XX2,L
Regular,22-06-2017,590,551,1,No,N,X,L,LL,XX1,MM2,L
Regular,22-06-2017,658,443,2,No,X,O,W,YY,YY1,ZZ2,L
Regular,22-06-2017,628,562,3,No,Y,W,Z,LL,WW1,YY2,L
Regular,22-06-2017,698,517,0,No,N,X,O,YY,LL1,XX2,D
Regular,22-06-2017,699,462,1,No,Z,Y,L,MM,LL1,LL2,D
Regular,22-06-2017,552,472,2,No,L,Y,N,WW,YY1,XX2,D
Regular,22-06-2017,680,531,3,No,N,X,O,WW,MM1,MM2,D
Fest,10-04-2017,554,428,0,Yes,X,M,M,ZZ,YY1,YY2,B
Fest,10-04-2017,590,501,1,No,Z,M,Y,LL,YY1,XX2,B
Fest,10-04-2017,562,557,2,No,L,N,Y,YY,ZZ1,YY2,B
Fest,10-04-2017,631,562,3,No,W,X,X,YY,YY1,WW2,B
Fest,10-04-2017,691,589,0,No,Z,N,M,LL,ZZ1,XX2,L
Fest,10-04-2017,502,452,1,No,Z,Y,X,ZZ,LL1,ZZ2,L
Fest,10-04-2017,528,516,2,No,W,M,O,WW,LL1,WW2,L
Fest,10-04-2017,630,447,3,No,Y,X,Y,MM,XX1,MM2,L
Fest,10-04-2017,583,417,0,No,L,W,L,YY,LL1,ZZ2,D
Fest,10-04-2017,676,529,1,No,X,X,Y,ZZ,YY1,MM2,D
Fest,10-04-2017,552,415,2,No,X,L,Z,ZZ,WW1,ZZ2,D
Fest,10-04-2017,618,528,3,No,W,L,L,MM,MM1,LL2,D
Regular,25-11-2017,690,411,0,Yes,X,Z,Z,ZZ,LL1,LL2,B
Regular,25-11-2017,664,598,1,Yes,X,N,Z,LL,WW1,LL2,B
Regular,25-11-2017,544,535,2,No,M,Y,Y,MM,ZZ1,ZZ2,B
Regular,25-11-2017,532,586,3,No,W,Z,Y,XX,XX1,WW2,B
Regular,25-11-2017,519,540,0,No,Z,Z,W,YY,LL1,XX2,L
Regular,25-11-2017,679,544,1,No,M,O,X,LL,YY1,ZZ2,L
Regular,25-11-2017,610,525,2,No,N,N,Y,YY,ZZ1,WW2,L
Regular,25-11-2017,633,499,3,No,O,X,O,XX,ZZ1,LL2,L
Regular,25-11-2017,628,561,0,No,Y,O,X,XX,MM1,ZZ2,D
Regular,25-11-2017,700,580,1,No,Z,L,N,ZZ,YY1,LL2,D
Regular,25-11-2017,618,517,2,No,N,L,O,XX,MM1,YY2,D
Regular,25-11-2017,558,556,3,No,O,M,W,MM,ZZ1,XX2,D
Other-Holidays,09-10-2017,505,519,0,No,Z,W,N,XX,XX1,ZZ2,B
Other-Holidays,09-10-2017,539,599,1,No,W,M,O,ZZ,WW1,XX2,B
Other-Holidays,09-10-2017,635,522,2,No,N,L,L,XX,XX1,LL2,B
Other-Holidays,09-10-2017,525,417,3,No,M,Y,L,LL,LL1,ZZ2,B
Other-Holidays,09-10-2017,511,543,0,No,M,O,O,WW,WW1,MM2,L
Other-Holidays,09-10-2017,676,587,1,No,M,O,M,XX,XX1,YY2,L
Other-Holidays,09-10-2017,568,556,2,No,N,Z,L,WW,LL1,XX2,L
Other-Holidays,09-10-2017,626,463,3,No,N,Z,M,WW,YY1,ZZ2,L
Other-Holidays,09-10-2017,523,505,0,Yes,Y,M,Z,MM,ZZ1,LL2,D
Other-Holidays,09-10-2017,650,461,1,No,M,X,Z,WW,LL1,MM2,D
Other-Holidays,09-10-2017,515,500,2,No,W,Z,Y,MM,ZZ1,ZZ2,D
Other-Holidays,09-10-2017,661,543,3,No,X,L,M,YY,YY1,ZZ2,D
Regular,20-06-2017,676,567,0,No,O,Y,Z,WW,LL1,MM2,B
Regular,20-06-2017,575,407,1,Yes,M,M,W,WW,LL1,MM2,B
Regular,20-06-2017,625,471,2,No,O,W,M,XX,WW1,ZZ2,B
Regular,20-06-2017,638,442,3,No,M,L,M,LL,MM1,ZZ2,B
Regular,20-06-2017,603,565,0,No,M,X,W,ZZ,ZZ1,MM2,L
Regular,20-06-2017,664,450,1,No,O,Z,M,YY,YY1,MM2,L
Regular,20-06-2017,534,506,2,No,N,N,M,XX,LL1,ZZ2,L
Regular,20-06-2017,601,569,3,Yes,X,O,M,LL,WW1,MM2,L
Regular,20-06-2017,683,532,0,No,O,Y,O,WW,ZZ1,WW2,D
Regular,20-06-2017,644,519,1,Yes,Y,X,Z,ZZ,XX1,YY2,D
Regular,20-06-2017,514,509,2,No,O,M,O,YY,WW1,WW2,D
Regular,20-06-2017,553,424,3,No,L,M,M,XX,YY1,WW2,D
Exam,23-08-2017,656,405,0,No,Y,M,Z,LL,XX1,MM2,B
Exam,23-08-2017,694,570,1,No,N,O,L,ZZ,MM1,WW2,B
Exam,23-08-2017,631,485,2,No,W,L,L,XX,XX1,YY2,B
Exam,23-08-2017,545,527,3,No,O,N,L,WW,WW1,XX2,B
Exam,23-08-2017,664,474,0,No,Z,N,O,LL,ZZ1,ZZ2,L
Exam,23-08-2017,603,432,1,No,Y,Y,O,XX,WW1,WW2,L
Exam,23-08-2017,698,465,2,Yes,W,N,Z,YY,ZZ1,WW2,L
Exam,23-08-2017,616,466,3,No,Z,Y,O,WW,MM1,WW2,L
Exam,23-08-2017,579,479,0,No,Y,O,M,WW,WW1,WW2,D
Exam,23-08-2017,667,458,1,Yes,O,Y,W,MM,LL1,WW2,D
Exam,23-08-2017,619,407,2,No,W,W,N,ZZ,ZZ1,ZZ2,D
Exam,23-08-2017,567,584,3,No,L,M,X,MM,LL1,MM2,D
Regular,22-06-2017,511,568,0,Yes,M,L,Z,LL,ZZ1,XX2,B
Regular,22-06-2017,604,431,1,No,N,M,Z,MM,XX1,YY2,B
Regular,22-06-2017,684,543,2,No,W,Z,Z,MM,XX1,XX2,B
Regular,22-06-2017,507,451,3,No,X,W,N,ZZ,LL1,YY2,B
Regular,22-06-2017,667,586,0,No,L,W,X,YY,MM1,WW2,L
Regular,22-06-2017,601,464,1,No,O,O,Y,XX,WW1,ZZ2,L
Regular,22-06-2017,559,527,2,No,M,L,X,YY,YY1,WW2,L
Regular,22-06-2017,523,498,3,No,W,Z,O,ZZ,WW1,WW2,L
Regular,22-06-2017,520,510,0,No,L,W,W,WW,WW1,MM2,D
Regular,22-06-2017,650,405,1,No,L,L,W,XX,ZZ1,LL2,D
Regular,22-06-2017,617,496,2,No,O,O,M,YY,YY1,ZZ2,D
Regular,22-06-2017,656,404,3,No,M,Z,N,MM,MM1,XX2,D
Exam,15-07-2017,570,469,0,No,M,Y,Y,MM,ZZ1,MM2,B
Exam,15-07-2017,641,548,1,No,Z,N,N,ZZ,WW1,YY2,B
Exam,15-07-2017,549,480,2,No,X,X,X,ZZ,WW1,LL2,B
Exam,15-07-2017,553,572,3,Yes,L,Z,W,YY,YY1,XX2,B
Exam,15-07-2017,624,501,0,No,X,M,O,LL,LL1,WW2,L
Exam,15-07-2017,599,563,1,No,W,Y,Y,XX,XX1,MM2,L
Exam,15-07-2017,573,442,2,No,W,M,W,LL,WW1,YY2,L
Exam,15-07-2017,551,586,3,No,Z,X,Y,YY,ZZ1,YY2,L
Exam,15-07-2017,652,587,0,No,N,W,O,WW,XX1,XX2,D
Exam,15-07-2017,595,409,1,No,N,W,N,MM,MM1,WW2,D
Exam,15-07-2017,595,584,2,No,W,L,N,ZZ,ZZ1,MM2,D
Exam,15-07-2017,570,560,3,Yes,W,X,O,YY,MM1,WW2,D
Other-Holidays,25-12-2017,551,415,0,No,W,N,M,LL,YY1,MM2,B
Other-Holidays,25-12-2017,556,504,1,No,L,M,O,LL,YY1,WW2,B
Other-Holidays,25-12-2017,543,430,2,Yes,W,O,O,YY,YY1,ZZ2,B
Other-Holidays,25-12-2017,606,565,3,No,N,X,N,MM,ZZ1,YY2,B
Other-Holidays,25-12-2017,622,590,0,No,O,X,L,XX,LL1,MM2,L
Other-Holidays,25-12-2017,537,423,1,Yes,M,M,M,ZZ,YY1,YY2,L
Other-Holidays,25-12-2017,583,419,2,No,X,M,L,LL,MM1,LL2,L
Other-Holidays,25-12-2017,566,594,3,No,W,N,W,MM,LL1,YY2,L
Other-Holidays,25-12-2017,523,426,0,No,M,W,X,XX,WW1,XX2,D
Other-Holidays,25-12-2017,621,454,1,No,N,O,W,LL,XX1,MM2,D
Other-Holidays,25-12-2017,653,596,2,No,Y,Z,Y,ZZ,WW1,ZZ2,D
Other-Holidays,25-12-2017,667,511,3,No,L,L,L,MM,XX1,ZZ2,D
Regular,01-08-2017,582,537,0,No,N,N,M,LL,LL1,XX2,B
Regular,01-08-2017,612,429,1,Yes,L,N,W,YY,XX1,MM2,B
Regular,01-08-2017,565,566,2,No,N,M,O,WW,ZZ1,ZZ2,B
Regular,01-08-2017,583,439,3,Yes,X,L,N,YY,MM1,LL2,B
Regular,01-08-2017,507,518,0,No,L,O,Z,XX,ZZ1,WW2,L
Regular,01-08-2017,681,532,1,No,Z,O,Z,LL,XX1,XX2,L
Regular,01-08-2017,675,490,2,No,L,W,N,LL,LL1,XX2,L
Regular,01-08-2017,699,524,3,No,W,O,Y,XX,ZZ1,LL2,L
Regular,01-08-2017,563,525,0,No,Z,N,N,XX,ZZ1,XX2,D
Regular,01-08-2017,578,448,1,No,L,N,Z,YY,YY1,ZZ2,D
Regular,01-08-2017,599,534,2,No,X,Z,Y,YY,ZZ1,YY2,D
Regular,01-08-2017,533,562,3,Yes,L,N,L,ZZ,XX1,LL2,D
Fest,25-01-2018,582,438,0,No,L,M,Z,ZZ,WW1,WW2,B
Fest,25-01-2018,647,587,1,No,X,M,Z,XX,MM1,MM2,B
Fest,25-01-2018,553,520,2,No,X,L,Y,ZZ,MM1,YY2,B
Fest,25-01-2018,685,425,3,No,O,W,L,XX,MM1,ZZ2,B
Fest,25-01-2018,533,573,0,No,Y,L,X,LL,YY1,MM2,L
Fest,25-01-2018,632,579,1,Yes,O,O,Y,LL,WW1,WW2,L
Fest,25-01-2018,673,512,2,No,Z,X,Z,YY,LL1,LL2,L
Fest,25-01-2018,602,456,3,No,O,N,N,MM,YY1,LL2,L
Fest,25-01-2018,536,562,0,Yes,L,M,X,ZZ,MM1,XX2,D
Fest,25-01-2018,626,456,1,No,L,O,X,ZZ,YY1,MM2,D
Fest,25-01-2018,606,512,2,No,N,X,X,XX,XX1,LL2,D
Fest,25-01-2018,536,558,3,No,L,L,Z,YY,LL1,WW2,D
Other-Holidays,01-08-2017,622,584,0,Yes,Y,X,N,XX,LL1,WW2,B
Other-Holidays,01-08-2017,601,505,1,No,O,M,X,WW,WW1,MM2,B
Other-Holidays,01-08-2017,634,535,2,No,Z,M,L,YY,YY1,YY2,B
Other-Holidays,01-08-2017,588,565,3,No,W,M,X,YY,LL1,XX2,B
Other-Holidays,01-08-2017,683,511,0,No,X,O,Y,ZZ,LL1,LL2,L
Other-Holidays,01-08-2017,505,552,1,No,N,N,X,ZZ,WW1,XX2,L
Other-Holidays,01-08-2017,577,472,2,No,X,M,M,ZZ,MM1,YY2,L
Other-Holidays,01-08-2017,537,541,3,Yes,L,M,O,YY,ZZ1,XX2,L
Other-Holidays,01-08-2017,681,439,0,No,M,L,Y,YY,MM1,LL2,D
Other-Holidays,01-08-2017,662,595,1,Yes,M,O,Y,MM,MM1,YY2,D
Other-Holidays,01-08-2017,644,577,2,Yes,X,L,M,LL,MM1,LL2,D
Other-Holidays,01-08-2017,628,431,3,No,L,W,X,ZZ,WW1,MM2,D
Regular,10-03-2018,576,567,0,No,Y,M,Y,WW,WW1,LL2,B
Regular,10-03-2018,693,600,1,No,W,O,Z,LL,WW1,ZZ2,B
Regular,10-03-2018,667,517,2,Yes,M,W,N,LL,MM1,MM2,B
Regular,10-03-2018,599,591,3,No,Y,W,W,LL,YY1,XX2,B
Regular,10-03-2018,585,419,0,No,Y,L,X,XX,XX1,YY2,L
Regular,10-03-2018,521,544,1,Yes,O,N,L,WW,YY1,WW2,L
Regular,10-03-2018,507,541,2,No,M,N,O,YY,WW1,MM2,L
Regular,10-03-2018,513,559,3,No,W,W,M,LL,ZZ1,MM2,L
Regular,10-03-2018,546,544,0,No,Z,Y,N,LL,MM1,LL2,D
Regular,10-03-2018,614,467,1,No,M,X,M,LL,YY1,YY2,D
Regular,10-03-2018,556,462,2,No,Z,O,L,MM,LL1,ZZ2,D
Regular,10-03-2018,500,460,3,No,W,L,X,WW,LL1,ZZ2,D
Other-Holidays,30-05-2017,636,455,0,No,M,O,O,MM,LL1,WW2,B
Other-Holidays,30-05-2017,534,440,1,No,M,Z,Z,XX,WW1,MM2,B
Other-Holidays,30-05-2017,516,517,2,No,N,Z,W,YY,YY1,WW2,B
Other-Holidays,30-05-2017,654,593,3,No,N,X,Z,YY,YY1,YY2,B
Other-Holidays,30-05-2017,660,529,0,No,N,L,M,MM,XX1,YY2,L
Other-Holidays,30-05-2017,640,461,1,Yes,N,L,X,ZZ,YY1,MM2,L
Other-Holidays,30-05-2017,569,549,2,Yes,M,N,X,LL,ZZ1,YY2,L
Other-Holidays,30-05-2017,642,499,3,No,N,X,L,XX,YY1,XX2,L
Other-Holidays,30-05-2017,651,429,0,No,Y,Y,L,XX,YY1,MM2,D
Other-Holidays,30-05-2017,595,474,1,No,L,O,W,MM,LL1,LL2,D
Other-Holidays,30-05-2017,564,574,2,Yes,Z,Y,N,YY,MM1,LL2,D
Other-Holidays,30-05-2017,500,440,3,No,L,L,L,ZZ,XX1,ZZ2,D
Regular,18-03-2017,577,426,0,No,Y,X,L,LL,ZZ1,XX2,B
Regular,18-03-2017,580,473,1,No,Z,W,W,XX,YY1,MM2,B
Regular,18-03-2017,582,497,2,No,N,O,M,ZZ,XX1,WW2,B
Regular,18-03-2017,658,548,3,No,O,Y,O,YY,LL1,XX2,B
Regular,18-03-2017,548,407,0,No,Z,N,N,LL,XX1,XX2,L
Regular,18-03-2017,505,576,1,No,X,M,O,XX,YY1,YY2,L
Regular,18-03-2017,612,579,2,No,N,W,X,ZZ,WW1,WW2,L
Regular,18-03-2017,614,598,3,No,O,W,Z,YY,MM1,ZZ2,L
Regular,18-03-2017,676,486,0,No,M,Y,L,ZZ,YY1,ZZ2,D
Regular,18-03-2017,662,538,1,No,N,W,Z,WW,MM1,XX2,D
Regular,18-03-2017,691,562,2,No,X,N,L,LL,LL1,XX2,D
Regular,18-03-2017,644,572,3,No,L,W,Y,LL,YY1,YY2,D
Exam,19-07-2017,509,571,0,No,X,Y,O,YY,MM1,MM2,B
Exam,19-07-2017,689,542,1,No,X,O,N,ZZ,LL1,ZZ2,B
Exam,19-07-2017,614,510,2,No,Y,X,X,LL,MM1,XX2,B
Exam,19-07-2017,522,478,3,No,L,L,W,YY,MM1,MM2,B
Exam,19-07-2017,656,404,0,No,L,Z,W,ZZ,LL1,XX2,L
Exam,19-07-2017,572,504,1,No,O,Y,M,XX,XX1,WW2,L
Exam,19-07-2017,638,502,2,No,W,L,N,YY,XX1,YY2,L
Exam,19-07-2017,686,529,3,Yes,L,Y,O,LL,LL1,YY2,L
Exam,19-07-2017,545,465,0,No,W,N,L,ZZ,YY1,YY2,D
Exam,19-07-2017,590,592,1,No,X,M,X,ZZ,WW1,MM2,D
Exam,19-07-2017,655,526,2,Yes,O,Y,X,MM,XX1,ZZ2,D
Exam,19-07-2017,637,414,3,No,Y,N,M,YY,MM1,XX2,D
Sem-Break,27-05-2017,510,597,0,No,Z,L,Z,XX,LL1,WW2,B
Sem-Break,27-05-2017,548,533,1,No,L,M,L,YY,WW1,MM2,B
Sem-Break,27-05-2017,613,467,2,No,L,W,Y,MM,LL1,WW2,B
Sem-Break,27-05-2017,648,446,3,No,Z,O,L,ZZ,YY1,ZZ2,B
Sem-Break,27-05-2017,603,534,0,No,W,O,Z,YY,MM1,XX2,L
Sem-Break,27-05-2017,695,432,1,No,X,X,O,XX,XX1,MM2,L
Sem-Break,27-05-2017,640,579,2,No,Y,L,N,MM,YY1,WW2,L
Sem-Break,27-05-2017,623,517,3,No,N,Z,N,LL,XX1,LL2,L
Sem-Break,27-05-2017,579,543,0,No,W,Z,L,WW,WW1,LL2,D
Sem-Break,27-05-2017,695,508,1,No,M,Z,O,XX,LL1,LL2,D
Sem-Break,27-05-2017,622,507,2,Yes,N,L,L,WW,MM1,XX2,D
Sem-Break,27-05-2017,612,596,3,No,Z,X,W,LL,ZZ1,XX2,D
Regular,26-07-2017,656,455,0,Yes,L,N,O,MM,LL1,MM2,B
Regular,26-07-2017,698,597,1,No,L,X,N,YY,XX1,LL2,B
Regular,26-07-2017,606,417,2,No,N,Z,Z,XX,LL1,MM2,B
Regular,26-07-2017,517,511,3,No,O,O,M,WW,ZZ1,YY2,B
Regular,26-07-2017,510,420,0,No,L,L,M,WW,WW1,MM2,L
Regular,26-07-2017,652,440,1,Yes,Z,Z,M,WW,YY1,XX2,L
Regular,26-07-2017,681,562,2,No,W,N,O,XX,LL1,YY2,L
Regular,26-07-2017,600,452,3,No,N,O,X,LL,WW1,XX2,L
Regular,26-07-2017,619,480,0,No,N,O,X,XX,YY1,YY2,D
Regular,26-07-2017,523,517,1,No,L,X,N,ZZ,YY1,ZZ2,D
Regular,26-07-2017,678,508,2,No,Y,M,Y,MM,ZZ1,YY2,D
Regular,26-07-2017,634,553,3,No,Z,O,W,YY,YY1,XX2,D
Exam,19-10-2017,600,511,0,Yes,M,X,L,MM,MM1,LL2,B
Exam,19-10-2017,583,529,1,Yes,L,W,N,WW,YY1,YY2,B
Exam,19-10-2017,548,458,2,No,O,X,Y,XX,MM1,YY2,B
Exam,19-10-2017,619,400,3,No,Z,L,O,XX,LL1,WW2,B
Exam,19-10-2017,557,565,0,No,W,M,Z,LL,MM1,XX2,L
Exam,19-10-2017,528,590,1,No,Z,M,O,MM,LL1,MM2,L
Exam,19-10-2017,565,408,2,No,X,Z,Y,XX,ZZ1,ZZ2,L
Exam,19-10-2017,536,531,3,No,X,O,L,YY,WW1,WW2,L
Exam,19-10-2017,685,487,0,No,W,M,O,MM,LL1,MM2,D
Exam,19-10-2017,580,487,1,No,Y,X,N,MM,LL1,MM2,D
Exam,19-10-2017,544,402,2,No,N,O,Z,XX,YY1,ZZ2,D
Exam,19-10-2017,528,528,3,No,X,O,O,MM,ZZ1,ZZ2,D
Exam,12-08-2017,678,545,0,No,L,X,M,XX,MM1,ZZ2,B
Exam,12-08-2017,579,462,1,Yes,L,M,O,ZZ,XX1,MM2,B
Exam,12-08-2017,641,494,2,No,X,N,N,MM,ZZ1,MM2,B
Exam,12-08-2017,634,449,3,No,N,X,N,MM,LL1,ZZ2,B
Exam,12-08-2017,546,581,0,Yes,Z,Z,W,ZZ,WW1,XX2,L
Exam,12-08-2017,658,537,1,No,M,Z,Z,YY,YY1,MM2,L
Exam,12-08-2017,678,521,2,Yes,Y,M,N,LL,ZZ1,LL2,L
Exam,12-08-2017,527,450,3,No,X,M,Z,WW,ZZ1,WW2,L
Exam,12-08-2017,642,460,0,No,N,W,Y,YY,YY1,YY2,D
Exam,12-08-2017,578,503,1,No,X,O,L,ZZ,LL1,ZZ2,D
Exam,12-08-2017,628,422,2,No,W,M,M,ZZ,MM1,MM2,D
Exam,12-08-2017,525,468,3,No,M,Y,O,LL,LL1,XX2,D
Regular,28-08-2017,567,551,0,No,X,W,O,WW,MM1,ZZ2,B
Regular,28-08-2017,503,500,1,No,O,X,W,LL,XX1,MM2,B
Regular,28-08-2017,530,537,2,No,Y,L,Z,ZZ,MM1,YY2,B
Regular,28-08-2017,650,526,3,No,Z,W,Z,YY,ZZ1,MM2,B
Regular,28-08-2017,655,560,0,No,X,O,M,WW,MM1,MM2,L
Regular,28-08-2017,629,509,1,No,Y,O,Z,MM,ZZ1,MM2,L
Regular,28-08-2017,584,448,2,No,W,Z,L,XX,WW1,YY2,L
Regular,28-08-2017,554,509,3,No,O,N,Z,YY,YY1,ZZ2,L
Regular,28-08-2017,642,433,0,No,N,X,L,MM,MM1,LL2,D
Regular,28-08-2017,688,489,1,No,O,Z,O,XX,YY1,WW2,D
Regular,28-08-2017,685,570,2,No,N,X,L,YY,XX1,ZZ2,D
Regular,28-08-2017,559,412,3,Yes,W,N,M,XX,ZZ1,MM2,D
Regular,28-07-2017,695,446,0,No,W,L,O,WW,YY1,ZZ2,B
Regular,28-07-2017,553,596,1,No,Z,O,Y,XX,LL1,XX2,B
Regular,28-07-2017,694,520,2,No,X,X,Y,LL,YY1,LL2,B
Regular,28-07-2017,675,572,3,No,Z,M,O,ZZ,LL1,WW2,B
Regular,28-07-2017,628,498,0,No,Z,X,W,ZZ,XX1,WW2,L
Regular,28-07-2017,651,599,1,No,M,W,N,WW,XX1,LL2,L
Regular,28-07-2017,666,595,2,No,X,Z,L,LL,XX1,LL2,L
Regular,28-07-2017,508,428,3,Yes,W,X,M,WW,XX1,MM2,L
Regular,28-07-2017,637,583,0,No,N,W,M,ZZ,WW1,YY2,D
Regular,28-07-2017,666,559,1,No,W,Z,M,MM,ZZ1,WW2,D
Regular,28-07-2017,563,587,2,No,N,M,W,XX,ZZ1,XX2,D
Regular,28-07-2017,510,503,3,No,L,M,X,ZZ,ZZ1,LL2,D
Sem-Break,31-03-2017,546,549,0,No,O,L,M,YY,LL1,MM2,B
Sem-Break,31-03-2017,554,485,1,Yes,Y,X,M,ZZ,LL1,WW2,B
Sem-Break,31-03-2017,638,442,2,No,Z,Z,Z,XX,LL1,XX2,B
Sem-Break,31-03-2017,673,550,3,No,Y,L,X,MM,WW1,ZZ2,B
Sem-Break,31-03-2017,698,485,0,No,Z,W,Y,MM,ZZ1,WW2,L
Sem-Break,31-03-2017,591,563,1,No,O,Y,W,MM,YY1,LL2,L
Sem-Break,31-03-2017,646,448,2,No,M,Y,L,LL,ZZ1,WW2,L
Sem-Break,31-03-2017,604,459,3,No,X,Z,L,MM,MM1,XX2,L
Sem-Break,31-03-2017,669,516,0,No,X,O,L,LL,ZZ1,LL2,D
Sem-Break,31-03-2017,583,562,1,No,O,O,L,ZZ,ZZ1,XX2,D
Sem-Break,31-03-2017,503,521,2,No,N,L,M,MM,XX1,ZZ2,D
Sem-Break,31-03-2017,598,491,3,No,W,N,M,XX,XX1,LL2,D
Exam,29-10-2017,683,534,0,No,O,W,N,YY,XX1,ZZ2,B
Exam,29-10-2017,600,507,1,No,X,Y,W,LL,XX1,LL2,B
Exam,29-10-2017,687,556,2,No,O,Y,W,MM,ZZ1,XX2,B
Exam,29-10-2017,579,589,3,No,M,N,W,YY,XX1,ZZ2,B
Exam,29-10-2017,585,591,0,No,W,W,Y,ZZ,MM1,MM2,L
Exam,29-10-2017,622,599,1,No,W,O,Z,LL,WW1,WW2,L
Exam,29-10-2017,548,489,2,No,M,M,Z,LL,MM1,YY2,L
Exam,29-10-2017,682,424,3,No,L,M,Z,LL,ZZ1,YY2,L
Exam,29-10-2017,700,575,0,No,X,Y,Y,YY,MM1,XX2,D
Exam,29-10-2017,580,464,1,No,L,L,X,XX,YY1,LL2,D
Exam,29-10-2017,689,434,2,Yes,Z,N,Z,LL,XX1,ZZ2,D
Exam,29-10-2017,507,519,3,No,Z,X,M,XX,XX1,ZZ2,D
Regular,22-10-2017,501,421,0,No,L,X,W,WW,YY1,ZZ2,B
Regular,22-10-2017,625,409,1,No,X,O,O,XX,MM1,LL2,B
Regular,22-10-2017,612,434,2,Yes,L,Z,L,WW,YY1,YY2,B
Regular,22-10-2017,630,504,3,No,L,Y,Y,LL,MM1,WW2,B
Regular,22-10-2017,573,515,0,No,Y,X,X,YY,LL1,XX2,L
Regular,22-10-2017,509,415,1,No,Z,W,W,XX,XX1,YY2,L
Regular,22-10-2017,693,575,2,Yes,N,O,L,XX,MM1,MM2,L
Regular,22-10-2017,645,547,3,No,Y,Y,M,MM,WW1,YY2,L
Regular,22-10-2017,579,554,0,No,Z,X,O,MM,YY1,XX2,D
Regular,22-10-2017,633,423,1,No,O,M,W,XX,WW1,XX2,D
Regular,22-10-2017,643,492,2,No,M,W,W,LL,MM1,WW2,D
Regular,22-10-2017,640,406,3,No,Z,W,W,XX,XX1,YY2,D
Regular,17-07-2017,506,482,0,No,Y,O,N,MM,ZZ1,YY2,B
Regular,17-07-2017,682,581,1,No,X,W,M,ZZ,ZZ1,ZZ2,B
Regular,17-07-2017,508,440,2,No,Z,W,X,MM,ZZ1,WW2,B
Regular,17-07-2017,611,410,3,No,W,X,W,XX,WW1,WW2,B
Regular,17-07-2017,512,449,0,No,W,Z,X,MM,ZZ1,ZZ2,L
Regular,17-07-2017,666,550,1,No,L,O,N,WW,MM1,LL2,L
Regular,17-07-2017,507,424,2,No,Y,L,Z,MM,MM1,MM2,L
Regular,17-07-2017,691,434,3,Yes,W,W,X,MM,LL1,ZZ2,L
Regular,17-07-2017,580,464,0,No,N,W,Y,LL,YY1,MM2,D
Regular,17-07-2017,534,475,1,No,Z,O,O,XX,MM1,ZZ2,D
Regular,17-07-2017,642,527,2,No,X,M,O,MM,WW1,MM2,D
Regular,17-07-2017,587,475,3,No,W,M,X,XX,XX1,YY2,D
Regular,25-11-2017,664,426,0,No,O,L,M,YY,ZZ1,MM2,B
Regular,25-11-2017,501,539,1,No,O,M,L,MM,XX1,XX2,B
Regular,25-11-2017,556,463,2,No,W,N,L,LL,LL1,MM2,B
Regular,25-11-2017,519,543,3,Yes,L,X,M,XX,WW1,ZZ2,B
Regular,25-11-2017,612,465,0,No,W,L,X,LL,MM1,ZZ2,L
Regular,25-11-2017,500,528,1,No,M,Z,M,LL,WW1,MM2,L
Regular,25-11-2017,583,497,2,Yes,X,N,O,MM,MM1,ZZ2,L
Regular,25-11-2017,651,585,3,No,M,Z,O,YY,MM1,WW2,L
Regular,25-11-2017,628,434,0,No,N,N,L,ZZ,MM1,XX2,D
Regular,25-11-2017,659,600,1,Yes,Z,W,W,YY,ZZ1,XX2,D
Regular,25-11-2017,627,509,2,No,L,M,O,WW,XX1,ZZ2,D
Regular,25-11-2017,661,437,3,Yes,M,M,O,MM,MM1,MM2,D
Regular,24-08-2017,571,559,0,No,Z,Y,Z,WW,ZZ1,WW2,B
Regular,24-08-2017,597,533,1,No,L,O,X,XX,LL1,YY2,B
Regular,24-08-2017,642,514,2,No,Y,Z,X,YY,MM1,MM2,B
Regular,24-08-2017,598,563,3,No,X,N,Y,MM,ZZ1,LL2,B
Regular,24-08-2017,674,598,0,No,Z,O,Y,YY,WW1,LL2,L
Regular,24-08-2017,673,541,1,No,L,N,X,ZZ,ZZ1,LL2,L
Regular,24-08-2017,691,566,2,No,Y,N,N,WW,YY1,YY2,L
Regular,24-08-2017,577,499,3,No,Z,Y,Y,WW,XX1,ZZ2,L
Regular,24-08-2017,583,599,0,Yes,Z,X,N,LL,LL1,LL2,D
Regular,24-08-2017,539,553,1,No,Z,W,Z,LL,XX1,MM2,D
