Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Regular,20-06-17,545,424,1,No,O,W,Y,WW,242,XX1,363,WW2,484,L,1089
Regular,20-06-17,687,541,2,No,L,L,X,YY,292,WW1,438,MM2,584,L,1314
Regular,20-06-17,652,445,3,No,Y,W,W,YY,414,XX1,621,WW2,828,L,1863
Regular,20-06-17,508,459,0,No,X,W,Y,YY,98,YY1,147,WW2,196,D,441
Regular,20-06-17,640,490,1,No,O,X,N,XX,300,YY1,450,MM2,600,D,1350
Regular,20-06-17,543,472,2,No,Z,N,N,MM,142,YY1,213,MM2,284,D,639
Regular,20-06-17,676,437,3,No,W,Z,Z,ZZ,478,MM1,717,LL2,956,D,2151
Other_Holidays,09-08-17,589,487,0,Yes,Z,L,Y,MM,204,YY1,306,XX2,408,B,918
Other_Holidays,09-08-17,689,513,1,No,X,M,Z,WW,352,XX1,528,WW2,704,B,1584
Other_Holidays,09-08-17,570,550,2,No,O,N,M,XX,40,ZZ1,60,WW2,80,B,180
Other_Holidays,09-08-17,602,500,3,Yes,W,Z,O,YY,204,YY1,306,LL2,408,B,918
Other_Holidays,09-08-17,668,435,0,No,W,L,O,YY,466,LL1,699,MM2,932,L,2097
Other_Holidays,09-08-17,694,570,1,No,X,L,X,ZZ,248,XX1,372,LL2,496,L,1116
Other_Holidays,09-08-17,565,500,2,No,Z,L,M,LL,130,WW1,195,LL2,260,L,585
Other_Holidays,09-08-17,584,448,3,Yes,O,X,N,WW,272,YY1,408,MM2,544,L,1224
Other_Holidays,09-08-17,572,531,0,No,Y,M,M,YY,82,WW1,123,ZZ2,164,D,369
Other_Holidays,09-08-17,515,452,1,No,O,L,L,ZZ,126,ZZ1,189,ZZ2,252,D,567
Other_Holidays,09-08-17,587,409,2,No,W,Y,W,LL,356,WW1,534,LL2,712,D,1602
Other_Holidays,09-08-17,622,439,3,No,X,W,L,YY,366,ZZ1,549,LL2,732,D,1647
Regular,05-07-17,685,455,0,No,Y,O,L,ZZ,460,YY1,690,YY2,920,B,2070
Regular,05-07-17,503,493,1,No,O,W,Y,LL,20,XX1,30,MM2,40,B,90
Regular,05-07-17,625,530,2,No,Y,Y,M,XX,190,XX1,285,WW2,380,B,855
Regular,05-07-17,696,465,3,No,L,L,N,LL,462,MM1,693,WW2,924,B,2079
Regular,05-07-17,552,592,0,No,M,N,L,WW,0,ZZ1,0,MM2,0,L,0
Regular,05-07-17,512,446,1,No,M,Z,Z,WW,132,YY1,198,MM2,264,L,594
Regular,05-07-17,624,564,2,No,L,N,X,ZZ,120,YY1,180,XX2,240,L,540
Regular,05-07-17,532,565,3,No,M,M,Z,MM,0,LL1,0,XX2,0,L,0
Regular,05-07-17,632,415,0,No,L,O,X,WW,434,LL1,651,LL2,868,D,1953
Regular,05-07-17,587,556,1,No,M,X,N,YY,62,YY1,93,XX2,124,D,279
Regular,05-07-17,623,580,2,No,W,Y,L,XX,86,MM1,129,LL2,172,D,387
Regular,05-07-17,532,465,3,No,X,W,L,ZZ,134,XX1,201,WW2,268,D,603
Regular,27-08-17,524,551,0,No,Z,M,M,YY,0,MM1,0,ZZ2,0,B,0
Regular,27-08-17,538,568,1,No,X,M,M,XX,0,WW1,0,LL2,0,B,0
Regular,27-08-17,563,479,2,No,X,X,M,LL,168,WW1,252,MM2,336,B,756
Regular,27-08-17,517,530,3,Yes,Y,W,W,XX,0,XX1,0,ZZ2,0,B,0
Regular,27-08-17,604,590,0,Yes,W,L,M,WW,28,YY1,42,MM2,56,L,126
Regular,27-08-17,611,459,1,Yes,Z,N,O,LL,304,WW1,456,YY2,608,L,1368
Regular,27-08-17,538,560,2,No,L,W,M,ZZ,0,MM1,0,WW2,0,L,0
Regular,27-08-17,503,489,3,No,O,O,M,XX,28,LL1,42,WW2,56,L,126
Regular,27-08-17,580,441,0,No,W,Z,X,ZZ,278,ZZ1,417,MM2,556,D,1251
Regular,27-08-17,529,403,1,No,Y,Z,L,YY,252,ZZ1,378,LL2,504,D,1134
Regular,27-08-17,535,575,2,Yes,M,O,Z,YY,0,XX1,0,YY2,0,D,0
Regular,27-08-17,589,495,3,No,N,W,Y,XX,188,WW1,282,ZZ2,376,D,846
Regular,19-02-18,572,477,0,No,N,Z,M,YY,190,YY1,285,WW2,380,B,855
Regular,19-02-18,684,412,1,No,O,M,X,ZZ,544,LL1,816,WW2,1088,B,2448
Regular,19-02-18,552,574,2,No,L,Z,X,WW,0,XX1,0,WW2,0,B,0
Regular,19-02-18,512,419,3,No,Z,N,Z,YY,186,LL1,279,LL2,372,B,837
Regular,19-02-18,612,582,0,Yes,Y,L,W,WW,60,ZZ1,90,ZZ2,120,L,270
Regular,19-02-18,523,588,1,No,Y,X,O,YY,0,LL1,0,ZZ2,0,L,0
Regular,19-02-18,665,435,2,Yes,X,Y,Y,YY,460,XX1,690,ZZ2,920,L,2070
Regular,19-02-18,594,585,3,No,X,L,N,WW,18,YY1,27,LL2,36,L,81
Regular,19-02-18,607,435,0,No,Y,L,O,MM,344,ZZ1,516,YY2,688,D,1548
Regular,19-02-18,552,504,1,No,N,L,W,LL,96,YY1,144,XX2,192,D,432
Regular,19-02-18,593,421,2,No,L,N,W,YY,344,LL1,516,WW2,688,D,1548
Regular,19-02-18,665,554,3,No,Z,W,O,ZZ,222,ZZ1,333,LL2,444,D,999
Exam,05-11-17,624,410,0,No,Y,X,Z,YY,428,ZZ1,642,MM2,856,B,1926
Exam,05-11-17,624,445,1,No,X,L,M,MM,358,MM1,537,YY2,716,B,1611
Exam,05-11-17,533,408,2,Yes,O,W,W,MM,250,YY1,375,LL2,500,B,1125
Exam,05-11-17,565,587,3,No,X,Y,Z,XX,0,YY1,0,MM2,0,B,0
Exam,05-11-17,599,449,0,No,M,X,M,WW,300,XX1,450,WW2,600,L,1350
Exam,05-11-17,661,450,1,No,X,N,O,YY,422,LL1,633,ZZ2,844,L,1899
Exam,05-11-17,520,491,2,No,Y,N,L,WW,58,WW1,87,ZZ2,116,L,261
Exam,05-11-17,650,408,3,No,W,X,M,LL,484,YY1,726,MM2,968,L,2178
Exam,05-11-17,507,549,0,No,O,O,M,XX,0,LL1,0,XX2,0,D,0
Exam,05-11-17,622,591,1,No,Z,Y,L,WW,62,WW1,93,MM2,124,D,279
Exam,05-11-17,559,462,2,No,N,X,Y,MM,194,MM1,291,XX2,388,D,873
Exam,05-11-17,568,502,3,No,M,M,X,LL,132,MM1,198,YY2,264,D,594
Fest,26-02-18,574,555,0,No,Y,L,L,MM,38,MM1,57,MM2,76,B,171
Fest,26-02-18,657,457,1,No,N,M,O,LL,400,XX1,600,LL2,800,B,1800
Fest,26-02-18,559,580,2,No,N,W,X,LL,0,ZZ1,0,YY2,0,B,0
Fest,26-02-18,664,586,3,No,L,N,M,YY,156,WW1,234,MM2,312,B,702
Fest,26-02-18,548,438,0,No,Z,O,Z,WW,220,ZZ1,330,YY2,440,L,990
Fest,26-02-18,510,558,1,No,O,N,Z,XX,0,XX1,0,MM2,0,L,0
Fest,26-02-18,682,545,2,Yes,Y,Y,O,ZZ,274,WW1,411,YY2,548,L,1233
Fest,26-02-18,567,532,3,No,X,Z,L,XX,70,YY1,105,LL2,140,L,315
Fest,26-02-18,665,454,0,No,Y,L,L,WW,422,YY1,633,WW2,844,D,1899
Fest,26-02-18,664,476,1,No,W,M,Y,XX,376,WW1,564,YY2,752,D,1692
Fest,26-02-18,698,534,2,Yes,W,Z,Z,LL,328,YY1,492,ZZ2,656,D,1476
Fest,26-02-18,689,467,3,Yes,W,N,Z,XX,444,LL1,666,LL2,888,D,1998
Regular,14-08-17,617,565,0,No,Z,M,M,YY,104,WW1,156,ZZ2,208,B,468
Regular,14-08-17,515,533,1,No,M,Z,Z,XX,0,XX1,0,ZZ2,0,B,0
Regular,14-08-17,668,480,2,No,M,Z,Z,LL,376,ZZ1,564,WW2,752,B,1692
Regular,14-08-17,651,585,3,No,O,L,W,WW,132,ZZ1,198,MM2,264,B,594
Regular,14-08-17,641,538,0,No,W,O,N,MM,206,LL1,309,WW2,412,L,927
Regular,14-08-17,670,515,1,No,W,Z,Y,YY,310,MM1,465,LL2,620,L,1395
Regular,14-08-17,605,572,2,No,O,N,L,YY,66,XX1,99,YY2,132,L,297
Regular,14-08-17,544,404,3,No,O,M,N,WW,280,WW1,420,WW2,560,L,1260
Regular,14-08-17,579,531,0,No,N,X,N,MM,96,LL1,144,YY2,192,D,432
Regular,14-08-17,594,459,1,Yes,L,Z,X,MM,270,WW1,405,LL2,540,D,1215
Regular,14-08-17,676,530,2,No,Z,W,W,YY,292,LL1,438,MM2,584,D,1314
Regular,14-08-17,673,585,3,No,M,W,L,YY,176,YY1,264,XX2,352,D,792
Regular,29-11-17,659,521,0,No,L,N,Y,LL,276,LL1,414,WW2,552,B,1242
Regular,29-11-17,666,589,1,No,N,L,Y,WW,154,MM1,231,XX2,308,B,693
Regular,29-11-17,545,448,2,No,X,M,N,MM,194,LL1,291,LL2,388,B,873
Regular,29-11-17,533,537,3,No,Y,X,X,MM,0,WW1,0,ZZ2,0,B,0
Regular,29-11-17,650,539,0,No,Y,W,W,ZZ,222,LL1,333,XX2,444,L,999
Regular,29-11-17,514,404,1,Yes,L,W,X,XX,220,WW1,330,ZZ2,440,L,990
Regular,29-11-17,629,420,2,No,L,L,W,LL,418,YY1,627,XX2,836,L,1881
Regular,29-11-17,611,570,3,Yes,Z,O,O,ZZ,82,ZZ1,123,LL2,164,L,369
Regular,29-11-17,618,465,0,No,Z,M,Z,ZZ,306,MM1,459,WW2,612,D,1377
Regular,29-11-17,570,478,1,Yes,M,Y,X,XX,184,XX1,276,XX2,368,D,828
Regular,29-11-17,506,448,2,No,L,L,X,YY,116,LL1,174,XX2,232,D,522
Regular,29-11-17,535,565,3,No,M,L,X,YY,0,YY1,0,YY2,0,D,0
Regular,26-12-17,616,466,0,No,Y,W,M,YY,300,ZZ1,450,WW2,600,B,1350
Regular,26-12-17,515,544,1,No,X,N,O,ZZ,0,YY1,0,ZZ2,0,B,0
Regular,26-12-17,639,509,2,No,Z,Z,W,WW,260,LL1,390,MM2,520,B,1170
Regular,26-12-17,668,502,3,No,Y,X,O,YY,332,MM1,498,YY2,664,B,1494
Regular,26-12-17,542,474,0,No,W,L,X,LL,136,YY1,204,LL2,272,L,612
Regular,26-12-17,567,520,1,No,Y,W,Y,LL,94,XX1,141,XX2,188,L,423
Regular,26-12-17,631,400,2,Yes,N,M,N,WW,462,LL1,693,XX2,924,L,2079
Regular,26-12-17,540,409,3,Yes,W,Z,M,MM,262,YY1,393,ZZ2,524,L,1179
Regular,26-12-17,514,489,0,Yes,L,N,L,XX,50,ZZ1,75,LL2,100,D,225
Regular,26-12-17,538,466,1,No,Z,N,W,ZZ,144,XX1,216,WW2,288,D,648
Regular,26-12-17,645,545,2,No,N,Z,X,MM,200,LL1,300,MM2,400,D,900
Regular,26-12-17,687,553,3,No,W,O,Z,LL,268,XX1,402,MM2,536,D,1206
Regular,25-08-17,615,433,0,No,X,W,W,ZZ,364,XX1,546,LL2,728,B,1638
Regular,25-08-17,528,564,1,No,W,W,W,ZZ,0,XX1,0,LL2,0,B,0
Regular,25-08-17,597,494,2,No,X,X,W,LL,206,LL1,309,LL2,412,B,927
Regular,25-08-17,622,539,3,Yes,X,L,W,XX,166,ZZ1,249,YY2,332,B,747
Regular,25-08-17,689,404,0,No,Z,X,L,MM,570,XX1,855,ZZ2,1140,L,2565
Regular,25-08-17,620,404,1,Yes,Z,M,W,WW,432,YY1,648,MM2,864,L,1944
Regular,25-08-17,647,511,2,No,N,M,M,XX,272,YY1,408,MM2,544,L,1224
Regular,25-08-17,565,401,3,No,X,X,O,YY,328,MM1,492,ZZ2,656,L,1476
Regular,25-08-17,567,425,0,No,N,L,W,XX,284,XX1,426,WW2,568,D,1278
Regular,25-08-17,691,521,1,No,L,N,M,WW,340,MM1,510,YY2,680,D,1530
Regular,25-08-17,612,411,2,Yes,O,W,X,MM,402,XX1,603,LL2,804,D,1809
Regular,25-08-17,639,584,3,No,L,Z,L,MM,110,LL1,165,ZZ2,220,D,495
Regular,11-02-18,539,471,0,No,Z,Z,N,WW,136,YY1,204,XX2,272,B,612
Regular,11-02-18,539,548,1,No,M,Z,Y,WW,0,WW1,0,YY2,0,B,0
Regular,11-02-18,698,564,2,No,N,O,X,YY,268,ZZ1,402,WW2,536,B,1206
Regular,11-02-18,657,556,3,No,O,W,O,YY,202,WW1,303,WW2,404,B,909
Regular,11-02-18,623,456,0,No,N,N,O,XX,334,ZZ1,501,XX2,668,L,1503
Regular,11-02-18,522,525,1,Yes,L,Z,L,XX,0,WW1,0,MM2,0,L,0
Regular,11-02-18,690,556,2,Yes,X,M,X,YY,268,XX1,402,ZZ2,536,L,1206
Regular,11-02-18,562,543,3,No,W,L,X,LL,38,XX1,57,ZZ2,76,L,171
Regular,11-02-18,672,546,0,No,L,Y,W,YY,252,XX1,378,ZZ2,504,D,1134
Regular,11-02-18,686,400,1,Yes,M,X,O,ZZ,572,LL1,858,WW2,1144,D,2574
Regular,11-02-18,687,499,2,No,O,W,Z,MM,376,ZZ1,564,WW2,752,D,1692
Regular,11-02-18,608,526,3,Yes,Y,Z,M,XX,164,YY1,246,YY2,328,D,738
Regular,27-06-17,530,563,0,No,X,M,M,WW,0,LL1,0,WW2,0,B,0
Regular,27-06-17,696,541,1,No,Z,W,L,MM,310,WW1,465,WW2,620,B,1395
Regular,27-06-17,670,526,2,No,Y,W,L,LL,288,ZZ1,432,LL2,576,B,1296
Regular,27-06-17,548,537,3,No,O,Y,L,LL,22,YY1,33,MM2,44,B,99
Regular,27-06-17,651,494,0,No,M,O,X,WW,314,MM1,471,ZZ2,628,L,1413
Regular,27-06-17,645,468,1,No,O,W,W,XX,354,LL1,531,LL2,708,L,1593
Regular,27-06-17,575,452,2,No,Z,N,O,WW,246,XX1,369,WW2,492,L,1107
Regular,27-06-17,694,492,3,Yes,O,N,M,MM,404,YY1,606,XX2,808,L,1818
Regular,27-06-17,644,460,0,No,Z,X,O,ZZ,368,ZZ1,552,LL2,736,D,1656
Regular,27-06-17,562,525,1,No,M,L,N,YY,74,ZZ1,111,LL2,148,D,333
Regular,27-06-17,566,437,2,Yes,M,O,M,MM,258,XX1,387,XX2,516,D,1161
Regular,27-06-17,511,575,3,No,X,N,N,YY,0,LL1,0,XX2,0,D,0
Regular,15-01-18,658,572,0,No,X,Y,Y,MM,172,XX1,258,XX2,344,B,774
Regular,15-01-18,673,586,1,Yes,Z,M,Y,ZZ,174,WW1,261,WW2,348,B,783
Regular,15-01-18,603,413,2,No,L,N,O,ZZ,380,XX1,570,ZZ2,760,B,1710
Regular,15-01-18,697,561,3,No,Y,N,W,YY,272,XX1,408,YY2,544,B,1224
Regular,15-01-18,555,530,0,No,N,O,Y,YY,50,WW1,75,WW2,100,L,225
Regular,15-01-18,561,539,1,No,O,Z,L,MM,44,WW1,66,XX2,88,L,198
Regular,15-01-18,540,493,2,Yes,X,Y,Z,YY,94,WW1,141,ZZ2,188,L,423
Regular,15-01-18,513,548,3,No,M,Y,M,XX,0,MM1,0,XX2,0,L,0
Regular,15-01-18,615,426,0,No,W,M,L,LL,378,MM1,567,YY2,756,D,1701
Regular,15-01-18,641,458,1,No,X,W,Z,MM,366,WW1,549,LL2,732,D,1647
Regular,15-01-18,510,560,2,No,Z,W,Y,YY,0,MM1,0,WW2,0,D,0
Regular,15-01-18,510,534,3,No,Y,M,Z,XX,0,LL1,0,YY2,0,D,0
Regular,03-12-17,666,514,0,No,L,N,X,ZZ,304,LL1,456,WW2,608,B,1368
Regular,03-12-17,559,578,1,Yes,N,Y,W,WW,0,MM1,0,XX2,0,B,0
Regular,03-12-17,694,511,2,No,Z,N,M,ZZ,366,XX1,549,YY2,732,B,1647
Regular,03-12-17,584,540,3,No,W,L,Y,LL,88,XX1,132,LL2,176,B,396
Regular,03-12-17,671,473,0,No,W,Y,Y,MM,396,WW1,594,WW2,792,L,1782
Regular,03-12-17,563,563,1,No,L,W,W,WW,0,YY1,0,MM2,0,L,0
Regular,03-12-17,661,569,2,No,M,N,N,YY,184,XX1,276,MM2,368,L,828
Regular,03-12-17,504,584,3,No,X,N,W,WW,0,ZZ1,0,YY2,0,L,0
Regular,03-12-17,679,497,0,Yes,M,L,W,XX,364,YY1,546,XX2,728,D,1638
Regular,03-12-17,667,581,1,No,Y,Y,L,LL,172,WW1,258,LL2,344,D,774
Regular,03-12-17,517,488,2,No,X,X,N,ZZ,58,YY1,87,XX2,116,D,261
Regular,03-12-17,652,473,3,No,N,X,X,XX,358,YY1,537,XX2,716,D,1611
Regular,22-06-17,511,507,0,No,W,Y,L,LL,8,ZZ1,12,WW2,16,B,36
Regular,22-06-17,583,572,1,No,Y,L,X,WW,22,YY1,33,MM2,44,B,99
Regular,22-06-17,664,532,2,No,W,Y,O,MM,264,MM1,396,WW2,528,B,1188
Regular,22-06-17,544,503,3,No,Y,L,L,ZZ,82,XX1,123,LL2,164,B,369
Regular,22-06-17,610,429,0,No,Y,Z,O,WW,362,MM1,543,XX2,724,L,1629
Regular,22-06-17,590,551,1,No,N,X,L,LL,78,XX1,117,MM2,156,L,351
Regular,22-06-17,658,443,2,No,X,O,W,YY,430,YY1,645,ZZ2,860,L,1935
Regular,22-06-17,628,562,3,No,Y,W,Z,LL,132,WW1,198,YY2,264,L,594
Regular,22-06-17,698,517,0,No,N,X,O,YY,362,LL1,543,XX2,724,D,1629
Regular,22-06-17,699,462,1,No,Z,Y,L,MM,474,LL1,711,LL2,948,D,2133
Regular,22-06-17,552,472,2,No,L,Y,N,WW,160,YY1,240,XX2,320,D,720
Regular,22-06-17,680,531,3,No,N,X,O,WW,298,MM1,447,MM2,596,D,1341
Fest,10-04-17,554,428,0,Yes,X,M,M,ZZ,252,YY1,378,YY2,504,B,1134
Fest,10-04-17,590,501,1,No,Z,M,Y,LL,178,YY1,267,XX2,356,B,801
Fest,10-04-17,562,557,2,No,L,N,Y,YY,10,ZZ1,15,YY2,20,B,45
Fest,10-04-17,631,562,3,No,W,X,X,YY,138,YY1,207,WW2,276,B,621
Fest,10-04-17,691,589,0,No,Z,N,M,LL,204,ZZ1,306,XX2,408,L,918
Fest,10-04-17,502,452,1,No,Z,Y,X,ZZ,100,LL1,150,ZZ2,200,L,450
Fest,10-04-17,528,516,2,No,W,M,O,WW,24,LL1,36,WW2,48,L,108
Fest,10-04-17,630,447,3,No,Y,X,Y,MM,366,XX1,549,MM2,732,L,1647
Fest,10-04-17,583,417,0,No,L,W,L,YY,332,LL1,498,ZZ2,664,D,1494
Fest,10-04-17,676,529,1,No,X,X,Y,ZZ,294,YY1,441,MM2,588,D,1323
Fest,10-04-17,552,415,2,No,X,L,Z,ZZ,274,WW1,411,ZZ2,548,D,1233
Fest,10-04-17,618,528,3,No,W,L,L,MM,180,MM1,270,LL2,360,D,810
Regular,25-11-17,690,411,0,Yes,X,Z,Z,ZZ,558,LL1,837,LL2,1116,B,2511
Regular,25-11-17,664,598,1,Yes,X,N,Z,LL,132,WW1,198,LL2,264,B,594
Regular,25-11-17,544,535,2,No,M,Y,Y,MM,18,ZZ1,27,ZZ2,36,B,81
Regular,25-11-17,532,586,3,No,W,Z,Y,XX,0,XX1,0,WW2,0,B,0
Regular,25-11-17,519,540,0,No,Z,Z,W,YY,0,LL1,0,XX2,0,L,0
Regular,25-11-17,679,544,1,No,M,O,X,LL,270,YY1,405,ZZ2,540,L,1215
Regular,25-11-17,610,525,2,No,N,N,Y,YY,170,ZZ1,255,WW2,340,L,765
Regular,25-11-17,633,499,3,No,O,X,O,XX,268,ZZ1,402,LL2,536,L,1206
Regular,25-11-17,628,561,0,No,Y,O,X,XX,134,MM1,201,ZZ2,268,D,603
Regular,25-11-17,700,580,1,No,Z,L,N,ZZ,240,YY1,360,LL2,480,D,1080
Regular,25-11-17,618,517,2,No,N,L,O,XX,202,MM1,303,YY2,404,D,909
Regular,25-11-17,558,556,3,No,O,M,W,MM,4,ZZ1,6,XX2,8,D,18
Other_Holidays,09-10-17,505,519,0,No,Z,W,N,XX,0,XX1,0,ZZ2,0,B,0
Other_Holidays,09-10-17,539,599,1,No,W,M,O,ZZ,0,WW1,0,XX2,0,B,0
Other_Holidays,09-10-17,635,522,2,No,N,L,L,XX,226,XX1,339,LL2,452,B,1017
Other_Holidays,09-10-17,525,417,3,No,M,Y,L,LL,216,LL1,324,ZZ2,432,B,972
Other_Holidays,09-10-17,511,543,0,No,M,O,O,WW,0,WW1,0,MM2,0,L,0
Other_Holidays,09-10-17,676,587,1,No,M,O,M,XX,178,XX1,267,YY2,356,L,801
Other_Holidays,09-10-17,568,556,2,No,N,Z,L,WW,24,LL1,36,XX2,48,L,108
Other_Holidays,09-10-17,626,463,3,No,N,Z,M,WW,326,YY1,489,ZZ2,652,L,1467
Other_Holidays,09-10-17,523,505,0,Yes,Y,M,Z,MM,36,ZZ1,54,LL2,72,D,162
Other_Holidays,09-10-17,650,461,1,No,M,X,Z,WW,378,LL1,567,MM2,756,D,1701
Other_Holidays,09-10-17,515,500,2,No,W,Z,Y,MM,30,ZZ1,45,ZZ2,60,D,135
Other_Holidays,09-10-17,661,543,3,No,X,L,M,YY,236,YY1,354,ZZ2,472,D,1062
Regular,20-06-17,676,567,0,No,O,Y,Z,WW,218,LL1,327,MM2,436,B,981
Regular,20-06-17,575,407,1,Yes,M,M,W,WW,336,LL1,504,MM2,672,B,1512
Regular,20-06-17,625,471,2,No,O,W,M,XX,308,WW1,462,ZZ2,616,B,1386
Regular,20-06-17,638,442,3,No,M,L,M,LL,392,MM1,588,ZZ2,784,B,1764
Regular,20-06-17,603,565,0,No,M,X,W,ZZ,76,ZZ1,114,MM2,152,L,342
Regular,20-06-17,664,450,1,No,O,Z,M,YY,428,YY1,642,MM2,856,L,1926
Regular,20-06-17,534,506,2,No,N,N,M,XX,56,LL1,84,ZZ2,112,L,252
Regular,20-06-17,601,569,3,Yes,X,O,M,LL,64,WW1,96,MM2,128,L,288
Regular,20-06-17,683,532,0,No,O,Y,O,WW,302,ZZ1,453,WW2,604,D,1359
Regular,20-06-17,644,519,1,Yes,Y,X,Z,ZZ,250,XX1,375,YY2,500,D,1125
Regular,20-06-17,514,509,2,No,O,M,O,YY,10,WW1,15,WW2,20,D,45
Regular,20-06-17,553,424,3,No,L,M,M,XX,258,YY1,387,WW2,516,D,1161
Exam,23-08-17,656,405,0,No,Y,M,Z,LL,502,XX1,753,MM2,1004,B,2259
Exam,23-08-17,694,570,1,No,N,O,L,ZZ,248,MM1,372,WW2,496,B,1116
Exam,23-08-17,631,485,2,No,W,L,L,XX,292,XX1,438,YY2,584,B,1314
Exam,23-08-17,545,527,3,No,O,N,L,WW,36,WW1,54,XX2,72,B,162
Exam,23-08-17,664,474,0,No,Z,N,O,LL,380,ZZ1,570,ZZ2,760,L,1710
Exam,23-08-17,603,432,1,No,Y,Y,O,XX,342,WW1,513,WW2,684,L,1539
Exam,23-08-17,698,465,2,Yes,W,N,Z,YY,466,ZZ1,699,WW2,932,L,2097
Exam,23-08-17,616,466,3,No,Z,Y,O,WW,300,MM1,450,WW2,600,L,1350
Exam,23-08-17,579,479,0,No,Y,O,M,WW,200,WW1,300,WW2,400,D,900
Exam,23-08-17,667,458,1,Yes,O,Y,W,MM,418,LL1,627,WW2,836,D,1881
Exam,23-08-17,619,407,2,No,W,W,N,ZZ,424,ZZ1,636,ZZ2,848,D,1908
Exam,23-08-17,567,584,3,No,L,M,X,MM,0,LL1,0,MM2,0,D,0
Regular,22-06-17,511,568,0,Yes,M,L,Z,LL,0,ZZ1,0,XX2,0,B,0
Regular,22-06-17,604,431,1,No,N,M,Z,MM,346,XX1,519,YY2,692,B,1557
Regular,22-06-17,684,543,2,No,W,Z,Z,MM,282,XX1,423,XX2,564,B,1269
Regular,22-06-17,507,451,3,No,X,W,N,ZZ,112,LL1,168,YY2,224,B,504
Regular,22-06-17,667,586,0,No,L,W,X,YY,162,MM1,243,WW2,324,L,729
Regular,22-06-17,601,464,1,No,O,O,Y,XX,274,WW1,411,ZZ2,548,L,1233
Regular,22-06-17,559,527,2,No,M,L,X,YY,64,YY1,96,WW2,128,L,288
Regular,22-06-17,523,498,3,No,W,Z,O,ZZ,50,WW1,75,WW2,100,L,225
Regular,22-06-17,520,510,0,No,L,W,W,WW,20,WW1,30,MM2,40,D,90
Regular,22-06-17,650,405,1,No,L,L,W,XX,490,ZZ1,735,LL2,980,D,2205
Regular,22-06-17,617,496,2,No,O,O,M,YY,242,YY1,363,ZZ2,484,D,1089
Regular,22-06-17,656,404,3,No,M,Z,N,MM,504,MM1,756,XX2,1008,D,2268
Exam,15-07-17,570,469,0,No,M,Y,Y,MM,202,ZZ1,303,MM2,404,B,909
Exam,15-07-17,641,548,1,No,Z,N,N,ZZ,186,WW1,279,YY2,372,B,837
Exam,15-07-17,549,480,2,No,X,X,X,ZZ,138,WW1,207,LL2,276,B,621
Exam,15-07-17,553,572,3,Yes,L,Z,W,YY,0,YY1,0,XX2,0,B,0
Exam,15-07-17,624,501,0,No,X,M,O,LL,246,LL1,369,WW2,492,L,1107
Exam,15-07-17,599,563,1,No,W,Y,Y,XX,72,XX1,108,MM2,144,L,324
Exam,15-07-17,573,442,2,No,W,M,W,LL,262,WW1,393,YY2,524,L,1179
Exam,15-07-17,551,586,3,No,Z,X,Y,YY,0,ZZ1,0,YY2,0,L,0
Exam,15-07-17,652,587,0,No,N,W,O,WW,130,XX1,195,XX2,260,D,585
Exam,15-07-17,595,409,1,No,N,W,N,MM,372,MM1,558,WW2,744,D,1674
Exam,15-07-17,595,584,2,No,W,L,N,ZZ,22,ZZ1,33,MM2,44,D,99
Exam,15-07-17,570,560,3,Yes,W,X,O,YY,20,MM1,30,WW2,40,D,90
Other_Holidays,25-12-17,551,415,0,No,W,N,M,LL,272,YY1,408,MM2,544,B,1224
Other_Holidays,25-12-17,556,504,1,No,L,M,O,LL,104,YY1,156,WW2,208,B,468
Other_Holidays,25-12-17,543,430,2,Yes,W,O,O,YY,226,YY1,339,ZZ2,452,B,1017
Other_Holidays,25-12-17,606,565,3,No,N,X,N,MM,82,ZZ1,123,YY2,164,B,369
Other_Holidays,25-12-17,622,590,0,No,O,X,L,XX,64,LL1,96,MM2,128,L,288
Other_Holidays,25-12-17,537,423,1,Yes,M,M,M,ZZ,228,YY1,342,YY2,456,L,1026
Other_Holidays,25-12-17,583,419,2,No,X,M,L,LL,328,MM1,492,LL2,656,L,1476
Other_Holidays,25-12-17,566,594,3,No,W,N,W,MM,0,LL1,0,YY2,0,L,0
Other_Holidays,25-12-17,523,426,0,No,M,W,X,XX,194,WW1,291,XX2,388,D,873
Other_Holidays,25-12-17,621,454,1,No,N,O,W,LL,334,XX1,501,MM2,668,D,1503
Other_Holidays,25-12-17,653,596,2,No,Y,Z,Y,ZZ,114,WW1,171,ZZ2,228,D,513
Other_Holidays,25-12-17,667,511,3,No,L,L,L,MM,312,XX1,468,ZZ2,624,D,1404
Regular,01-08-17,582,537,0,No,N,N,M,LL,90,LL1,135,XX2,180,B,405
Regular,01-08-17,612,429,1,Yes,L,N,W,YY,366,XX1,549,MM2,732,B,1647
Regular,01-08-17,565,566,2,No,N,M,O,WW,0,ZZ1,0,ZZ2,0,B,0
Regular,01-08-17,583,439,3,Yes,X,L,N,YY,288,MM1,432,LL2,576,B,1296
Regular,01-08-17,507,518,0,No,L,O,Z,XX,0,ZZ1,0,WW2,0,L,0
