Special_Occasion,Day,Month,Year,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Regular,27,6,2017,1,No,M,L,N,YY,74,ZZ1,111,LL2,148,D,333
Regular,27,6,2017,2,Yes,M,O,M,MM,258,XX1,387,XX2,516,D,1161
Regular,27,6,2017,3,No,X,N,N,YY,0,LL1,0,XX2,0,D,0
Regular,15,1,2018,0,No,X,Y,Y,MM,172,XX1,258,XX2,344,B,774
Regular,15,1,2018,1,Yes,Z,M,Y,ZZ,174,WW1,261,WW2,348,B,783
Regular,15,1,2018,2,No,L,N,O,ZZ,380,XX1,570,ZZ2,760,B,1710
Regular,15,1,2018,3,No,Y,N,W,YY,272,XX1,408,YY2,544,B,1224
Regular,15,1,2018,0,No,N,O,Y,YY,50,WW1,75,WW2,100,L,225
Regular,15,1,2018,1,No,O,Z,L,MM,44,WW1,66,XX2,88,L,198
Regular,15,1,2018,2,Yes,X,Y,Z,YY,94,WW1,141,ZZ2,188,L,423
Regular,15,1,2018,3,No,M,Y,M,XX,0,MM1,0,XX2,0,L,0
Regular,15,1,2018,0,No,W,M,L,LL,378,MM1,567,YY2,756,D,1701
Regular,15,1,2018,1,No,X,W,Z,MM,366,WW1,549,LL2,732,D,1647
Regular,15,1,2018,2,No,Z,W,Y,YY,0,MM1,0,WW2,0,D,0
Regular,15,1,2018,3,No,Y,M,Z,XX,0,LL1,0,YY2,0,D,0
Regular,3,12,2017,0,No,L,N,X,ZZ,304,LL1,456,WW2,608,B,1368
Regular,3,12,2017,1,Yes,N,Y,W,WW,0,MM1,0,XX2,0,B,0
Regular,3,12,2017,2,No,Z,N,M,ZZ,366,XX1,549,YY2,732,B,1647
Regular,3,12,2017,3,No,W,L,Y,LL,88,XX1,132,LL2,176,B,396
Regular,3,12,2017,0,No,W,Y,Y,MM,396,WW1,594,WW2,792,L,1782
Regular,3,12,2017,1,No,L,W,W,WW,0,YY1,0,MM2,0,L,0
Regular,3,12,2017,2,No,M,N,N,YY,184,XX1,276,MM2,368,L,828
Regular,3,12,2017,3,No,X,N,W,WW,0,ZZ1,0,YY2,0,L,0
Regular,3,12,2017,0,Yes,M,L,W,XX,364,YY1,546,XX2,728,D,1638
Regular,3,12,2017,1,No,Y,Y,L,LL,172,WW1,258,LL2,344,D,774
Regular,3,12,2017,2,No,X,X,N,ZZ,58,YY1,87,XX2,116,D,261
Regular,3,12,2017,3,No,N,X,X,XX,358,YY1,537,XX2,716,D,1611
Regular,22,6,2017,0,No,W,Y,L,LL,8,ZZ1,12,WW2,16,B,36
Regular,22,6,2017,1,No,Y,L,X,WW,22,YY1,33,MM2,44,B,99
Regular,22,6,2017,2,No,W,Y,O,MM,264,MM1,396,WW2,528,B,1188
Regular,22,6,2017,3,No,Y,L,L,ZZ,82,XX1,123,LL2,164,B,369
Regular,22,6,2017,0,No,Y,Z,O,WW,362,MM1,543,XX2,724,L,1629
Regular,22,6,2017,1,No,N,X,L,LL,78,XX1,117,MM2,156,L,351
Regular,22,6,2017,2,No,X,O,W,YY,430,YY1,645,ZZ2,860,L,1935
Regular,22,6,2017,3,No,Y,W,Z,LL,132,WW1,198,YY2,264,L,594
Regular,22,6,2017,0,No,N,X,O,YY,362,LL1,543,XX2,724,D,1629
Regular,22,6,2017,1,No,Z,Y,L,MM,474,LL1,711,LL2,948,D,2133
Regular,22,6,2017,2,No,L,Y,N,WW,160,YY1,240,XX2,320,D,720
Regular,22,6,2017,3,No,N,X,O,WW,298,MM1,447,MM2,596,D,1341
Fest,10,4,2017,0,Yes,X,M,M,ZZ,252,YY1,378,YY2,504,B,1134
Fest,10,4,2017,1,No,Z,M,Y,LL,178,YY1,267,XX2,356,B,801
Fest,10,4,2017,2,No,L,N,Y,YY,10,ZZ1,15,YY2,20,B,45
Fest,10,4,2017,3,No,W,X,X,YY,138,YY1,207,WW2,276,B,621
Fest,10,4,2017,0,No,Z,N,M,LL,204,ZZ1,306,XX2,408,L,918
Fest,10,4,2017,1,No,Z,Y,X,ZZ,100,LL1,150,ZZ2,200,L,450
Fest,10,4,2017,2,No,W,M,O,WW,24,LL1,36,WW2,48,L,108
Fest,10,4,2017,3,No,Y,X,Y,MM,366,XX1,549,MM2,732,L,1647
Fest,10,4,2017,0,No,L,W,L,YY,332,LL1,498,ZZ2,664,D,1494
Fest,10,4,2017,1,No,X,X,Y,ZZ,294,YY1,441,MM2,588,D,1323
Fest,10,4,2017,2,No,X,L,Z,ZZ,274,WW1,411,ZZ2,548,D,1233
Fest,10,4,2017,3,No,W,L,L,MM,180,MM1,270,LL2,360,D,810
Regular,25,11,2017,0,Yes,X,Z,Z,ZZ,558,LL1,837,LL2,1116,B,2511
Regular,25,11,2017,1,Yes,X,N,Z,LL,132,WW1,198,LL2,264,B,594
Regular,25,11,2017,2,No,M,Y,Y,MM,18,ZZ1,27,ZZ2,36,B,81
Regular,25,11,2017,3,No,W,Z,Y,XX,0,XX1,0,WW2,0,B,0
Regular,25,11,2017,0,No,Z,Z,W,YY,0,LL1,0,XX2,0,L,0
Regular,25,11,2017,1,No,M,O,X,LL,270,YY1,405,ZZ2,540,L,1215
Regular,25,11,2017,2,No,N,N,Y,YY,170,ZZ1,255,WW2,340,L,765
Regular,25,11,2017,3,No,O,X,O,XX,268,ZZ1,402,LL2,536,L,1206
Regular,25,11,2017,0,No,Y,O,X,XX,134,MM1,201,ZZ2,268,D,603
Regular,25,11,2017,1,No,Z,L,N,ZZ,240,YY1,360,LL2,480,D,1080
Regular,25,11,2017,2,No,N,L,O,XX,202,MM1,303,YY2,404,D,909
Regular,25,11,2017,3,No,O,M,W,MM,4,ZZ1,6,XX2,8,D,18
Other-Holidays,9,10,2017,0,No,Z,W,N,XX,0,XX1,0,ZZ2,0,B,0
Other-Holidays,9,10,2017,1,No,W,M,O,ZZ,0,WW1,0,XX2,0,B,0
Other-Holidays,9,10,2017,2,No,N,L,L,XX,226,XX1,339,LL2,452,B,1017
Other-Holidays,9,10,2017,3,No,M,Y,L,LL,216,LL1,324,ZZ2,432,B,972
Other-Holidays,9,10,2017,0,No,M,O,O,WW,0,WW1,0,MM2,0,L,0
Other-Holidays,9,10,2017,1,No,M,O,M,XX,178,XX1,267,YY2,356,L,801
Other-Holidays,9,10,2017,2,No,N,Z,L,WW,24,LL1,36,XX2,48,L,108
Other-Holidays,9,10,2017,3,No,N,Z,M,WW,326,YY1,489,ZZ2,652,L,1467
Other-Holidays,9,10,2017,0,Yes,Y,M,Z,MM,36,ZZ1,54,LL2,72,D,162
Other-Holidays,9,10,2017,1,No,M,X,Z,WW,378,LL1,567,MM2,756,D,1701
Other-Holidays,9,10,2017,2,No,W,Z,Y,MM,30,ZZ1,45,ZZ2,60,D,135
Other-Holidays,9,10,2017,3,No,X,L,M,YY,236,YY1,354,ZZ2,472,D,1062
Regular,20,6,2017,0,No,O,Y,Z,WW,218,LL1,327,MM2,436,B,981
Regular,20,6,2017,1,Yes,M,M,W,WW,336,LL1,504,MM2,672,B,1512
Regular,20,6,2017,2,No,O,W,M,XX,308,WW1,462,ZZ2,616,B,1386
Regular,20,6,2017,3,No,M,L,M,LL,392,MM1,588,ZZ2,784,B,1764
Regular,20,6,2017,0,No,M,X,W,ZZ,76,ZZ1,114,MM2,152,L,342
Regular,20,6,2017,1,No,O,Z,M,YY,428,YY1,642,MM2,856,L,1926
Regular,20,6,2017,2,No,N,N,M,XX,56,LL1,84,ZZ2,112,L,252
Regular,20,6,2017,3,Yes,X,O,M,LL,64,WW1,96,MM2,128,L,288
Regular,20,6,2017,0,No,O,Y,O,WW,302,ZZ1,453,WW2,604,D,1359
Regular,20,6,2017,1,Yes,Y,X,Z,ZZ,250,XX1,375,YY2,500,D,1125
Regular,20,6,2017,2,No,O,M,O,YY,10,WW1,15,WW2,20,D,45
Regular,20,6,2017,3,No,L,M,M,XX,258,YY1,387,WW2,516,D,1161
Exam,23,8,2017,0,No,Y,M,Z,LL,502,XX1,753,MM2,1004,B,2259
Exam,23,8,2017,1,No,N,O,L,ZZ,248,MM1,372,WW2,496,B,1116
Exam,23,8,2017,2,No,W,L,L,XX,292,XX1,438,YY2,584,B,1314
Exam,23,8,2017,3,No,O,N,L,WW,36,WW1,54,XX2,72,B,162
Exam,23,8,2017,0,No,Z,N,O,LL,380,ZZ1,570,ZZ2,760,L,1710
Exam,23,8,2017,1,No,Y,Y,O,XX,342,WW1,513,WW2,684,L,1539
Exam,23,8,2017,2,Yes,W,N,Z,YY,466,ZZ1,699,WW2,932,L,2097
Exam,23,8,2017,3,No,Z,Y,O,WW,300,MM1,450,WW2,600,L,1350
Exam,23,8,2017,0,No,Y,O,M,WW,200,WW1,300,WW2,400,D,900
Exam,23,8,2017,1,Yes,O,Y,W,MM,418,LL1,627,WW2,836,D,1881
Exam,23,8,2017,2,No,W,W,N,ZZ,424,ZZ1,636,ZZ2,848,D,1908
Exam,23,8,2017,3,No,L,M,X,MM,0,LL1,0,MM2,0,D,0
Regular,22,6,2017,0,Yes,M,L,Z,LL,0,ZZ1,0,XX2,0,B,0
Regular,22,6,2017,1,No,N,M,Z,MM,346,XX1,519,YY2,692,B,1557
Regular,22,6,2017,2,No,W,Z,Z,MM,282,XX1,423,XX2,564,B,1269
Regular,22,6,2017,3,No,X,W,N,ZZ,112,LL1,168,YY2,224,B,504
Regular,22,6,2017,0,No,L,W,X,YY,162,MM1,243,WW2,324,L,729
Regular,22,6,2017,1,No,O,O,Y,XX,274,WW1,411,ZZ2,548,L,1233
Regular,22,6,2017,2,No,M,L,X,YY,64,YY1,96,WW2,128,L,288
Regular,22,6,2017,3,No,W,Z,O,ZZ,50,WW1,75,WW2,100,L,225
Regular,22,6,2017,0,No,L,W,W,WW,20,WW1,30,MM2,40,D,90
Regular,22,6,2017,1,No,L,L,W,XX,490,ZZ1,735,LL2,980,D,2205
Regular,22,6,2017,2,No,O,O,M,YY,242,YY1,363,ZZ2,484,D,1089
Regular,22,6,2017,3,No,M,Z,N,MM,504,MM1,756,XX2,1008,D,2268
Exam,15,7,2017,0,No,M,Y,Y,MM,202,ZZ1,303,MM2,404,B,909
Exam,15,7,2017,1,No,Z,N,N,ZZ,186,WW1,279,YY2,372,B,837
Exam,15,7,2017,2,No,X,X,X,ZZ,138,WW1,207,LL2,276,B,621
Exam,15,7,2017,3,Yes,L,Z,W,YY,0,YY1,0,XX2,0,B,0
Exam,15,7,2017,0,No,X,M,O,LL,246,LL1,369,WW2,492,L,1107
Exam,15,7,2017,1,No,W,Y,Y,XX,72,XX1,108,MM2,144,L,324
Exam,15,7,2017,2,No,W,M,W,LL,262,WW1,393,YY2,524,L,1179
Exam,15,7,2017,3,No,Z,X,Y,YY,0,ZZ1,0,YY2,0,L,0
Exam,15,7,2017,0,No,N,W,O,WW,130,XX1,195,XX2,260,D,585
Exam,15,7,2017,1,No,N,W,N,MM,372,MM1,558,WW2,744,D,1674
Exam,15,7,2017,2,No,W,L,N,ZZ,22,ZZ1,33,MM2,44,D,99
Exam,15,7,2017,3,Yes,W,X,O,YY,20,MM1,30,WW2,40,D,90
Other-Holidays,25,12,2017,0,No,W,N,M,LL,272,YY1,408,MM2,544,B,1224
Other-Holidays,25,12,2017,1,No,L,M,O,LL,104,YY1,156,WW2,208,B,468
Other-Holidays,25,12,2017,2,Yes,W,O,O,YY,226,YY1,339,ZZ2,452,B,1017
Other-Holidays,25,12,2017,3,No,N,X,N,MM,82,ZZ1,123,YY2,164,B,369
Other-Holidays,25,12,2017,0,No,O,X,L,XX,64,LL1,96,MM2,128,L,288
Other-Holidays,25,12,2017,1,Yes,M,M,M,ZZ,228,YY1,342,YY2,456,L,1026
Other-Holidays,25,12,2017,2,No,X,M,L,LL,328,MM1,492,LL2,656,L,1476
Other-Holidays,25,12,2017,3,No,W,N,W,MM,0,LL1,0,YY2,0,L,0
Other-Holidays,25,12,2017,0,No,M,W,X,XX,194,WW1,291,XX2,388,D,873
Other-Holidays,25,12,2017,1,No,N,O,W,LL,334,XX1,501,MM2,668,D,1503
Other-Holidays,25,12,2017,2,No,Y,Z,Y,ZZ,114,WW1,171,ZZ2,228,D,513
Other-Holidays,25,12,2017,3,No,L,L,L,MM,312,XX1,468,ZZ2,624,D,1404
Regular,1,8,2017,0,No,N,N,M,LL,90,LL1,135,XX2,180,B,405
Regular,1,8,2017,1,Yes,L,N,W,YY,366,XX1,549,MM2,732,B,1647
Regular,1,8,2017,2,No,N,M,O,WW,0,ZZ1,0,ZZ2,0,B,0
Regular,1,8,2017,3,Yes,X,L,N,YY,288,MM1,432,LL2,576,B,1296
Regular,1,8,2017,0,No,L,O,Z,XX,0,ZZ1,0,WW2,0,L,0
Regular,1,8,2017,1,No,Z,O,Z,LL,298,XX1,447,XX2,596,L,1341
Regular,1,8,2017,2,No,L,W,N,LL,370,LL1,555,XX2,740,L,1665
Regular,1,8,2017,3,No,W,O,Y,XX,350,ZZ1,525,LL2,700,L,1575
Regular,1,8,2017,0,No,Z,N,N,XX,76,ZZ1,114,XX2,152,D,342
Regular,1,8,2017,1,No,L,N,Z,YY,260,YY1,390,ZZ2,520,D,1170
Regular,1,8,2017,2,No,X,Z,Y,YY,130,ZZ1,195,YY2,260,D,585
Regular,1,8,2017,3,Yes,L,N,L,ZZ,0,XX1,0,LL2,0,D,0
Fest,25,1,2018,0,No,L,M,Z,ZZ,288,WW1,432,WW2,576,B,1296
Fest,25,1,2018,1,No,X,M,Z,XX,120,MM1,180,MM2,240,B,540
Fest,25,1,2018,2,No,X,L,Y,ZZ,66,MM1,99,YY2,132,B,297
Fest,25,1,2018,3,No,O,W,L,XX,520,MM1,780,ZZ2,1040,B,2340
Fest,25,1,2018,0,No,Y,L,X,LL,0,YY1,0,MM2,0,L,0
Fest,25,1,2018,1,Yes,O,O,Y,LL,106,WW1,159,WW2,212,L,477
Fest,25,1,2018,2,No,Z,X,Z,YY,322,LL1,483,LL2,644,L,1449
Fest,25,1,2018,3,No,O,N,N,MM,292,YY1,438,LL2,584,L,1314
Fest,25,1,2018,0,Yes,L,M,X,ZZ,0,MM1,0,XX2,0,D,0
Fest,25,1,2018,1,No,L,O,X,ZZ,340,YY1,510,MM2,680,D,1530
Fest,25,1,2018,2,No,N,X,X,XX,188,XX1,282,LL2,376,D,846
Fest,25,1,2018,3,No,L,L,Z,YY,0,LL1,0,WW2,0,D,0
Other-Holidays,1,8,2017,0,Yes,Y,X,N,XX,76,LL1,114,WW2,152,B,342
Other-Holidays,1,8,2017,1,No,O,M,X,WW,192,WW1,288,MM2,384,B,864
Other-Holidays,1,8,2017,2,No,Z,M,L,YY,198,YY1,297,YY2,396,B,891
Other-Holidays,1,8,2017,3,No,W,M,X,YY,46,LL1,69,XX2,92,B,207
Other-Holidays,1,8,2017,0,No,X,O,Y,ZZ,344,LL1,516,LL2,688,L,1548
Other-Holidays,1,8,2017,1,No,N,N,X,ZZ,0,WW1,0,XX2,0,L,0
Other-Holidays,1,8,2017,2,No,X,M,M,ZZ,210,MM1,315,YY2,420,L,945
Other-Holidays,1,8,2017,3,Yes,L,M,O,YY,0,ZZ1,0,XX2,0,L,0
Other-Holidays,1,8,2017,0,No,M,L,Y,YY,484,MM1,726,LL2,968,D,2178
Other-Holidays,1,8,2017,1,Yes,M,O,Y,MM,134,MM1,201,YY2,268,D,603
Other-Holidays,1,8,2017,2,Yes,X,L,M,LL,134,MM1,201,LL2,268,D,603
Other-Holidays,1,8,2017,3,No,L,W,X,ZZ,394,WW1,591,MM2,788,D,1773
Regular,10,3,2018,0,No,Y,M,Y,WW,18,WW1,27,LL2,36,B,81
Regular,10,3,2018,1,No,W,O,Z,LL,186,WW1,279,ZZ2,372,B,837
Regular,10,3,2018,2,Yes,M,W,N,LL,300,MM1,450,MM2,600,B,1350
Regular,10,3,2018,3,No,Y,W,W,LL,16,YY1,24,XX2,32,B,72
Regular,10,3,2018,0,No,Y,L,X,XX,332,XX1,498,YY2,664,L,1494
Regular,10,3,2018,1,Yes,O,N,L,WW,0,YY1,0,WW2,0,L,0
Regular,10,3,2018,2,No,M,N,O,YY,0,WW1,0,MM2,0,L,0
Regular,10,3,2018,3,No,W,W,M,LL,0,ZZ1,0,MM2,0,L,0
Regular,10,3,2018,0,No,Z,Y,N,LL,4,MM1,6,LL2,8,D,18
Regular,10,3,2018,1,No,M,X,M,LL,294,YY1,441,YY2,588,D,1323
Regular,10,3,2018,2,No,Z,O,L,MM,188,LL1,282,ZZ2,376,D,846
Regular,10,3,2018,3,No,W,L,X,WW,80,LL1,120,ZZ2,160,D,360
Other-Holidays,30,5,2017,0,No,M,O,O,MM,362,LL1,543,WW2,724,B,1629
Other-Holidays,30,5,2017,1,No,M,Z,Z,XX,188,WW1,282,MM2,376,B,846
Other-Holidays,30,5,2017,2,No,N,Z,W,YY,0,YY1,0,WW2,0,B,0
Other-Holidays,30,5,2017,3,No,N,X,Z,YY,122,YY1,183,YY2,244,B,549
Other-Holidays,30,5,2017,0,No,N,L,M,MM,262,XX1,393,YY2,524,L,1179
Other-Holidays,30,5,2017,1,Yes,N,L,X,ZZ,358,YY1,537,MM2,716,L,1611
Other-Holidays,30,5,2017,2,Yes,M,N,X,LL,40,ZZ1,60,YY2,80,L,180
Other-Holidays,30,5,2017,3,No,N,X,L,XX,286,YY1,429,XX2,572,L,1287
Other-Holidays,30,5,2017,0,No,Y,Y,L,XX,444,YY1,666,MM2,888,D,1998
Other-Holidays,30,5,2017,1,No,L,O,W,MM,242,LL1,363,LL2,484,D,1089
Other-Holidays,30,5,2017,2,Yes,Z,Y,N,YY,0,MM1,0,LL2,0,D,0
Other-Holidays,30,5,2017,3,No,L,L,L,ZZ,120,XX1,180,ZZ2,240,D,540
Regular,18,3,2017,0,No,Y,X,L,LL,302,ZZ1,453,XX2,604,B,1359
Regular,18,3,2017,1,No,Z,W,W,XX,214,YY1,321,MM2,428,B,963
Regular,18,3,2017,2,No,N,O,M,ZZ,170,XX1,255,WW2,340,B,765
Regular,18,3,2017,3,No,O,Y,O,YY,220,LL1,330,XX2,440,B,990
Regular,18,3,2017,0,No,Z,N,N,LL,282,XX1,423,XX2,564,L,1269
Regular,18,3,2017,1,No,X,M,O,XX,0,YY1,0,YY2,0,L,0
Regular,18,3,2017,2,No,N,W,X,ZZ,66,WW1,99,WW2,132,L,297
Regular,18,3,2017,3,No,O,W,Z,YY,32,MM1,48,ZZ2,64,L,144
Regular,18,3,2017,0,No,M,Y,L,ZZ,380,YY1,570,ZZ2,760,D,1710
Regular,18,3,2017,1,No,N,W,Z,WW,248,MM1,372,XX2,496,D,1116
Regular,18,3,2017,2,No,X,N,L,LL,258,LL1,387,XX2,516,D,1161
Regular,18,3,2017,3,No,L,W,Y,LL,144,YY1,216,YY2,288,D,648
Exam,19,7,2017,0,No,X,Y,O,YY,0,MM1,0,MM2,0,B,0
Exam,19,7,2017,1,No,X,O,N,ZZ,294,LL1,441,ZZ2,588,B,1323
Exam,19,7,2017,2,No,Y,X,X,LL,208,MM1,312,XX2,416,B,936
Exam,19,7,2017,3,No,L,L,W,YY,88,MM1,132,MM2,176,B,396
Exam,19,7,2017,0,No,L,Z,W,ZZ,504,LL1,756,XX2,1008,L,2268
Exam,19,7,2017,1,No,O,Y,M,XX,136,XX1,204,WW2,272,L,612
Exam,19,7,2017,2,No,W,L,N,YY,272,XX1,408,YY2,544,L,1224
Exam,19,7,2017,3,Yes,L,Y,O,LL,314,LL1,471,YY2,628,L,1413
Exam,19,7,2017,0,No,W,N,L,ZZ,160,YY1,240,YY2,320,D,720
Exam,19,7,2017,1,No,X,M,X,ZZ,0,WW1,0,MM2,0,D,0
Exam,19,7,2017,2,Yes,O,Y,X,MM,258,XX1,387,ZZ2,516,D,1161
Exam,19,7,2017,3,No,Y,N,M,YY,446,MM1,669,XX2,892,D,2007
Sem-Break,27,5,2017,0,No,Z,L,Z,XX,0,LL1,0,WW2,0,B,0
Sem-Break,27,5,2017,1,No,L,M,L,YY,30,WW1,45,MM2,60,B,135
Sem-Break,27,5,2017,2,No,L,W,Y,MM,292,LL1,438,WW2,584,B,1314
Sem-Break,27,5,2017,3,No,Z,O,L,ZZ,404,YY1,606,ZZ2,808,B,1818
Sem-Break,27,5,2017,0,No,W,O,Z,YY,138,MM1,207,XX2,276,L,621
Sem-Break,27,5,2017,1,No,X,X,O,XX,526,XX1,789,MM2,1052,L,2367
Sem-Break,27,5,2017,2,No,Y,L,N,MM,122,YY1,183,WW2,244,L,549
Sem-Break,27,5,2017,3,No,N,Z,N,LL,212,XX1,318,LL2,424,L,954
Sem-Break,27,5,2017,0,No,W,Z,L,WW,72,WW1,108,LL2,144,D,324
Sem-Break,27,5,2017,1,No,M,Z,O,XX,374,LL1,561,LL2,748,D,1683
Sem-Break,27,5,2017,2,Yes,N,L,L,WW,230,MM1,345,XX2,460,D,1035
Sem-Break,27,5,2017,3,No,Z,X,W,LL,32,ZZ1,48,XX2,64,D,144
Regular,26,7,2017,0,Yes,L,N,O,MM,402,LL1,603,MM2,804,B,1809
Regular,26,7,2017,1,No,L,X,N,YY,202,XX1,303,LL2,404,B,909
Regular,26,7,2017,2,No,N,Z,Z,XX,378,LL1,567,MM2,756,B,1701
Regular,26,7,2017,3,No,O,O,M,WW,12,ZZ1,18,YY2,24,B,54
Regular,26,7,2017,0,No,L,L,M,WW,180,WW1,270,MM2,360,L,810
Regular,26,7,2017,1,Yes,Z,Z,M,WW,424,YY1,636,XX2,848,L,1908
Regular,26,7,2017,2,No,W,N,O,XX,238,LL1,357,YY2,476,L,1071
Regular,26,7,2017,3,No,N,O,X,LL,296,WW1,444,XX2,592,L,1332
Regular,26,7,2017,0,No,N,O,X,XX,278,YY1,417,YY2,556,D,1251
Regular,26,7,2017,1,No,L,X,N,ZZ,12,YY1,18,ZZ2,24,D,54
Regular,26,7,2017,2,No,Y,M,Y,MM,340,ZZ1,510,YY2,680,D,1530
Regular,26,7,2017,3,No,Z,O,W,YY,162,YY1,243,XX2,324,D,729
Exam,19,10,2017,0,Yes,M,X,L,MM,178,MM1,267,LL2,356,B,801
Exam,19,10,2017,1,Yes,L,W,N,WW,108,YY1,162,YY2,216,B,486
Exam,19,10,2017,2,No,O,X,Y,XX,180,MM1,270,YY2,360,B,810
Exam,19,10,2017,3,No,Z,L,O,XX,438,LL1,657,WW2,876,B,1971
Exam,19,10,2017,0,No,W,M,Z,LL,0,MM1,0,XX2,0,L,0
Exam,19,10,2017,1,No,Z,M,O,MM,0,LL1,0,MM2,0,L,0
Exam,19,10,2017,2,No,X,Z,Y,XX,314,ZZ1,471,ZZ2,628,L,1413
Exam,19,10,2017,3,No,X,O,L,YY,10,WW1,15,WW2,20,L,45
Exam,19,10,2017,0,No,W,M,O,MM,396,LL1,594,MM2,792,D,1782
Exam,19,10,2017,1,No,Y,X,N,MM,186,LL1,279,MM2,372,D,837
Exam,19,10,2017,2,No,N,O,Z,XX,284,YY1,426,ZZ2,568,D,1278
Exam,19,10,2017,3,No,X,O,O,MM,0,ZZ1,0,ZZ2,0,D,0
Exam,12,8,2017,0,No,L,X,M,XX,266,MM1,399,ZZ2,532,B,1197
Exam,12,8,2017,1,Yes,L,M,O,ZZ,234,XX1,351,MM2,468,B,1053
Exam,12,8,2017,2,No,X,N,N,MM,294,ZZ1,441,MM2,588,B,1323
Exam,12,8,2017,3,No,N,X,N,MM,370,LL1,555,ZZ2,740,B,1665
Exam,12,8,2017,0,Yes,Z,Z,W,ZZ,0,WW1,0,XX2,0,L,0
Exam,12,8,2017,1,No,M,Z,Z,YY,242,YY1,363,MM2,484,L,1089
Exam,12,8,2017,2,Yes,Y,M,N,LL,314,ZZ1,471,LL2,628,L,1413
Exam,12,8,2017,3,No,X,M,Z,WW,154,ZZ1,231,WW2,308,L,693
Exam,12,8,2017,0,No,N,W,Y,YY,364,YY1,546,YY2,728,D,1638
Exam,12,8,2017,1,No,X,O,L,ZZ,150,LL1,225,ZZ2,300,D,675
Exam,12,8,2017,2,No,W,M,M,ZZ,412,MM1,618,MM2,824,D,1854
Exam,12,8,2017,3,No,M,Y,O,LL,114,LL1,171,XX2,228,D,513
Regular,28,8,2017,0,No,X,W,O,WW,32,MM1,48,ZZ2,64,B,144
Regular,28,8,2017,1,No,O,X,W,LL,6,XX1,9,MM2,12,B,27
Regular,28,8,2017,2,No,Y,L,Z,ZZ,0,MM1,0,YY2,0,B,0
Regular,28,8,2017,3,No,Z,W,Z,YY,248,ZZ1,372,MM2,496,B,1116
Regular,28,8,2017,0,No,X,O,M,WW,190,MM1,285,MM2,380,L,855
Regular,28,8,2017,1,No,Y,O,Z,MM,240,ZZ1,360,MM2,480,L,1080
Regular,28,8,2017,2,No,W,Z,L,XX,272,WW1,408,YY2,544,L,1224
Regular,28,8,2017,3,No,O,N,Z,YY,90,YY1,135,ZZ2,180,L,405
Regular,28,8,2017,0,No,N,X,L,MM,418,MM1,627,LL2,836,D,1881
Regular,28,8,2017,1,No,O,Z,O,XX,398,YY1,597,WW2,796,D,1791
Regular,28,8,2017,2,No,N,X,L,YY,230,XX1,345,ZZ2,460,D,1035
Regular,28,8,2017,3,Yes,W,N,M,XX,294,ZZ1,441,MM2,588,D,1323
Regular,28,7,2017,0,No,W,L,O,WW,498,YY1,747,ZZ2,996,B,2241
Regular,28,7,2017,1,No,Z,O,Y,XX,0,LL1,0,XX2,0,B,0
Regular,28,7,2017,2,No,X,X,Y,LL,348,YY1,522,LL2,696,B,1566
Regular,28,7,2017,3,No,Z,M,O,ZZ,206,LL1,309,WW2,412,B,927
Regular,28,7,2017,0,No,Z,X,W,ZZ,260,XX1,390,WW2,520,L,1170
Regular,28,7,2017,1,No,M,W,N,WW,104,XX1,156,LL2,208,L,468
Regular,28,7,2017,2,No,X,Z,L,LL,142,XX1,213,LL2,284,L,639
Regular,28,7,2017,3,Yes,W,X,M,WW,160,XX1,240,MM2,320,L,720
Regular,28,7,2017,0,No,N,W,M,ZZ,108,WW1,162,YY2,216,D,486
Regular,28,7,2017,1,No,W,Z,M,MM,214,ZZ1,321,WW2,428,D,963
Regular,28,7,2017,2,No,N,M,W,XX,0,ZZ1,0,XX2,0,D,0
Regular,28,7,2017,3,No,L,M,X,ZZ,14,ZZ1,21,LL2,28,D,63
Sem-Break,31,3,2017,0,No,O,L,M,YY,0,LL1,0,MM2,0,B,0
Sem-Break,31,3,2017,1,Yes,Y,X,M,ZZ,138,LL1,207,WW2,276,B,621
Sem-Break,31,3,2017,2,No,Z,Z,Z,XX,392,LL1,588,XX2,784,B,1764
Sem-Break,31,3,2017,3,No,Y,L,X,MM,246,WW1,369,ZZ2,492,B,1107
Sem-Break,31,3,2017,0,No,Z,W,Y,MM,426,ZZ1,639,WW2,852,L,1917
Sem-Break,31,3,2017,1,No,O,Y,W,MM,56,YY1,84,LL2,112,L,252
Sem-Break,31,3,2017,2,No,M,Y,L,LL,396,ZZ1,594,WW2,792,L,1782
Sem-Break,31,3,2017,3,No,X,Z,L,MM,290,MM1,435,XX2,580,L,1305
Sem-Break,31,3,2017,0,No,X,O,L,LL,306,ZZ1,459,LL2,612,D,1377
Sem-Break,31,3,2017,1,No,O,O,L,ZZ,42,ZZ1,63,XX2,84,D,189
Sem-Break,31,3,2017,2,No,N,L,M,MM,0,XX1,0,ZZ2,0,D,0
Sem-Break,31,3,2017,3,No,W,N,M,XX,214,XX1,321,LL2,428,D,963
Exam,29,10,2017,0,No,O,W,N,YY,298,XX1,447,ZZ2,596,B,1341
Exam,29,10,2017,1,No,X,Y,W,LL,186,XX1,279,LL2,372,B,837
Exam,29,10,2017,2,No,O,Y,W,MM,262,ZZ1,393,XX2,524,B,1179
